2019-05-14 08:52:53,245 DEBUG [SpringJUnit4ClassRunner]  - SpringJUnit4ClassRunner constructor called with [class pl.tau.boardgame.service.FigureManagerTest]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#476]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 131
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#477]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 132
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#478]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 133
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#481]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 134
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#482]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 135
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#483]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 136
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#486]
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result set row: 137
2019-05-14 08:52:56,474 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#487]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 138
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#488]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 139
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#491]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 140
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#492]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 141
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#493]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 142
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#496]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 143
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#497]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 144
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#498]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 145
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#502]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 146
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#503]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 147
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#506]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 148
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#507]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 149
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#508]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 150
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#511]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 151
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#512]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 152
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#513]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 153
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#516]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 154
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#517]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 155
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#518]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 156
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#521]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 157
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#522]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 158
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#523]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 159
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#526]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 160
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#527]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 161
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#528]
2019-05-14 08:52:56,475 DEBUG [Loader]  - Result set row: 162
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#531]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 163
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#532]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 164
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#533]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 165
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#536]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 166
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#537]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 167
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#538]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 168
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#541]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 169
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#542]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 170
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#543]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 171
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#546]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 172
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#547]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 173
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#548]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 174
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#552]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 175
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#553]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 176
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#556]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 177
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#557]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 178
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#558]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 179
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#561]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 180
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#562]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 181
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#563]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 182
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#566]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 183
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#567]
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result set row: 184
2019-05-14 08:52:56,476 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#568]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 185
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#571]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 186
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#572]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 187
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#573]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 188
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#576]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 189
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#577]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 190
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#578]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 191
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#581]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 192
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#582]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 193
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#583]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 194
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#586]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 195
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#587]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 196
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#588]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 197
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#591]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 198
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#592]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 199
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#593]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 200
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#596]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 201
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#597]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 202
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#598]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 203
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#602]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 204
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#603]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 205
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#606]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 206
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#607]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 207
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#608]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 208
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#611]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 209
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#612]
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result set row: 210
2019-05-14 08:52:56,477 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#613]
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result set row: 211
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#616]
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result set row: 212
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#617]
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result set row: 213
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#618]
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result set row: 214
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#621]
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result set row: 215
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#622]
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result set row: 216
2019-05-14 08:52:56,478 DEBUG [Loader]  - Result row: EntityKey[pl.tau.boardgame.domain.Figure#623]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#252]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#252]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#253]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#253]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#256]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#256]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#257]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#257]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#258]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#258]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#261]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#261]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#262]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#262]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#263]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#263]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#266]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#266]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#267]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#267]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#268]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#268]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#271]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#271]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#272]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#272]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#273]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#273]
2019-05-14 08:52:56,478 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#276]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#276]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#277]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#277]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#278]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#278]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#281]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#281]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#282]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#282]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#283]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#283]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#286]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#286]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#287]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#287]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#288]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#288]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#291]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#291]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#292]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#292]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#293]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#293]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#296]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#296]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#297]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#297]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#298]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#298]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Resolving associations for [pl.tau.boardgame.domain.Figure#302]
2019-05-14 08:52:56,479 DEBUG [TwoPhaseLoad]  - Done materializing entity [pl.tau.boardgame.domain.Figure#302]
